isBot,statistics_type,ip,query,dns,userAgent,referrer,uid,rpp,sortOrder,sortBy,time,page,epersonid
false,search,186.233.92.178,o lúdico,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=o%20l%C3%BAdico,76ab8275-e4b0-482c-9e32-5b12a568e27f,0,desc,score,2023-04-12T18:30:39.867Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,julielma,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=julielma,c76cc929-fdcc-4353-829c-4ff5c9db4409,0,desc,score,2023-04-12T17:53:33.893Z,1,
false,search,186.233.92.178,mirian,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=mirian,4c19c9f9-37c8-407c-98b2-6bf272bc9779,0,desc,score,2023-04-12T17:55:26.712Z,1,
false,search,186.233.92.178,miriam,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=miriam,29eeedd3-28ec-4b55-9fa1-9e36562249c5,0,desc,score,2023-04-12T17:55:32.635Z,1,
false,search,186.233.92.178,alfabetização,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=alfabetiza%C3%A7%C3%A3o,c287dc7b-e416-4b59-902c-dd7dffc2fd84,0,desc,score,2023-04-12T16:09:30.981Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,GISELE,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=GISELE,ad56e734-41d1-406f-8ef0-f6f1ef49ed4c,0,desc,score,2023-04-12T18:56:47.752Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,rozilene,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=rozilene,d31fb925-2887-461c-8ec8-2fa47e511704,0,desc,score,2023-04-12T15:44:55.969Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,elaine,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=elaine,9eb0b69d-5b9c-4d02-ab69-85170fab37b4,0,desc,score,2023-04-12T15:45:47.444Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,rozilene,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=rozilene,5023f2c6-b6eb-4ce3-b6ae-ae805249889a,0,desc,score,2023-04-12T15:47:03.493Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,elaine,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=elaine,6647e133-e952-42f3-8065-2d89b5bf98ef,0,desc,score,2023-04-12T15:49:41.477Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,jessika,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=jessika,f3552ba4-9022-4974-aef7-0c03d7d8d39f,0,desc,score,2023-04-12T15:51:23.851Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,alfabetização,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=alfabetiza%C3%A7%C3%A3o,fa31955b-bba1-4476-9411-c6d7694a3e78,0,desc,score,2023-04-12T15:51:46.410Z,1,2b3cfe8e-79fe-4ad4-878b-97daab121f25
false,search,186.233.92.178,educação especial,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=educa%C3%A7%C3%A3o%20especial,185b945c-b9e1-4695-8a9c-b45e1285c157,0,desc,score,2023-04-19T15:39:59.005Z,1,
false,search,186.233.92.178,educação especial,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=educa%C3%A7%C3%A3o%20especial,1abcabfe-f319-438b-a186-0d0dcbb757a7,0,desc,score,2023-04-19T15:41:07.712Z,1,
false,search,186.233.92.178,educação especial,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=educa%C3%A7%C3%A3o%20especial,ca196361-f932-4e73-8ecb-10c824256ad2,0,desc,score,2023-04-19T15:42:39.259Z,1,
false,search,186.233.92.178,industria 4.0,186.233.92.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",https://ri.fbnovas.edu.br/search?query=industria%204.0,c7d1ae4c-97df-4666-885a-5d0daf4981dc,0,desc,score,2023-04-27T23:51:57.511Z,1,
